nm_empresa,website_url,query,status,message_pt,works_with_wood,works_with_pine_panel,pine_panel_flag,confidence_wood,confidence_pine_panel,evidence_snippet,materials_summary,item_count_total,item_count_wood_related,item_count_mentions_pinus,run_at,attempts
Oliva - Sao Leopoldo,https://www.olivaconstrucoes.com.br/,painel de madeira pinus,NOT_FOUND,Informações sobre o trabalho com madeira ou painéis de pinus não foram encontradas na página 'Sobre'.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,"A empresa atua no segmento de construção civil, comercialização de materiais e fabricação de pré-moldados. Não há menção específica sobre o uso de madeira ou painéis de pinus.",0,0,0,2026-01-26T18:36:20.807835+00:00,Navigated to https://www.olivaconstrucoes.com.br/; Accepted cookies; Navigated to 'Sobre' page; Scrolled down the 'Sobre' page; Extracted text content from the 'Sobre' page; Analyzed 'Sobre' page content for wood and pine panel information
Home 7 Industria E Comercio De Moveis Ltda - Porto Alegre,https://loja7200.com.br/,painel de madeira pinus,NOT_FOUND,"Não foi possível encontrar informações sobre painéis de madeira ou painéis de pinus no site. O link 'PRODUTOS' não funcionou como esperado e a busca no Google foi bloqueada por um captcha. As categorias de produtos disponíveis ('Cozinha', 'Dormitório', 'Sala', 'Gerais') não indicam explicitamente produtos de madeira ou pinus.",unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Informações sobre materiais não encontradas.,0,0,0,2026-01-26T18:36:27.052494+00:00,Navigated to https://loja7200.com.br/; Clicked 'PRODUTOS' link multiple times; Scrolled down page multiple times; Attempted Google search 'site:loja7200.com.br painel de madeira pinus' (blocked by captcha); Extracted all links from homepage
Estofados Treviso Ltda - Parai,https://www.estofadostreviso.com.br/,painel de madeira pinus,NOT_FOUND,"As informações sobre o uso de madeira e painéis de madeira de pinus não foram encontradas no site após a exploração das seções 'Produtos', 'Empresa' e 'Nossa Coleção'.",unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Não foi possível determinar o uso de madeira ou painéis de madeira de pinus.,0,0,0,2026-01-26T18:37:26.399179+00:00,Navigated to https://www.estofadostreviso.com.br/; Clicked on 'Produtos'; Scrolled down; Extracted 'Produtos' page - no material info; Clicked on 'Empresa'; Extracted 'Empresa' page - no material info; Clicked on 'Nossa Coleção'; Extracted 'Nossa Coleção' page - no material info
Testoni Industria E Comercio Ltda - Porto Alegre,http://testoni.com.br/,painel de madeira pinus,NOT_FOUND,"Não foi possível encontrar informações sobre painéis de madeira ou painéis de madeira de pinus no site. As seções exploradas ('Forros', 'Localização') não continham os dados solicitados e a navegação para 'Divisórias' falhou repetidamente.",unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,"O site foca em produtos de isolamento acústico e térmico, como forros. Não há menção explícita a painéis de madeira ou de pinus.",0,0,0,2026-01-26T18:37:45.182012+00:00,"Navigated to http://testoni.com.br/; Explored 'Forros' section; Attempted to navigate to 'Divisórias' multiple times, failed due to element availability.; Explored 'Localização' section; Extracted information from 'Localização' page, no mention of wood/pine panels.; Clicked 'Forros' again, page reloaded."
Berdea - Caxias do Sul,https://www.berdea.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre produtos de madeira ou painéis de pinus no site da empresa. O site parece focar em serviços e contato.,unknown,unknown,0,30,35,Nenhuma informação sobre produtos de madeira ou painéis de pinus foi encontrada no site.,Nenhuma informação sobre materiais foi encontrada.,0,0,0,2026-01-26T18:39:18.931472+00:00,Navigated to https://www.berdea.com.br; Clicked on 'Serviços'; Scrolled down multiple times; Accepted cookie consent; Scrolled up
Obra Material De Construcao Ltda - Lajeado,https://obramateriais.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre painéis de madeira de pinus. A pesquisa no DuckDuckGo foi bloqueada por CAPTCHA e a navegação no site levou a posts de blog em vez de categorias de produtos.,unknown,unknown,0,30,35,Nenhum trecho de evidência encontrado.,Não foi possível determinar os materiais trabalhados pela empresa.,0,0,0,2026-01-26T18:42:00.634830+00:00,Navigated to https://obramateriais.com.br; Clicked 'Produtos'; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Searched Duckduckgo for 'painel de madeira pinus'; Clicked 'Enviar' (CAPTCHA attempt 1); Clicked 'Enviar' (CAPTCHA attempt 2); Navigated back to https://obramateriais.com.br; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px
Estofados Sulandes - Farroupilha,https://www.sulandesestofados.com/,painel de madeira pinus,NOT_FOUND,"Não foi possível encontrar informações sobre produtos ou materiais na página, incluindo madeira ou painéis de pinus. A navegação e a interação com o menu de produtos não revelaram os dados necessários.",unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,No information about materials was found.,0,0,0,2026-01-26T18:43:16.741181+00:00,Navigated to https://www.sulandesestofados.com/; Clicked on 'PRODUTOS'; Scrolled down 1600px; Extracted product names and materials (no results); Clicked on 'Mais páginas de PRODUTOS'; Scrolled down 0.5 pages; Clicked on 'Mais páginas de PRODUTOS'; Scrolled down 0.5 pages; Clicked on 'Mais páginas de PRODUTOS'; Scrolled down 0.5 pages; Clicked on 'Mais páginas de PRODUTOS'; Scrolled down 0.5 pages; Clicked on 'PRODUTOS' (element 1659); Scrolled down 0.5 pages; Accepted cookie consent
Centro De Pinturas Dilkin Tintas - Ivoti,http://www.dilkintintas.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre trabalho com madeira ou painéis de pinus no site.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,,0,0,0,2026-01-26T18:44:15.977277+00:00,Navigated to http://www.dilkintintas.com.br; Scrolled down the page; Extracted page content
Pbtech Comercio E Servicos De Revestimentos Ceramicos Ltda. - Novo Hamburgo,https://www.portobello.com.br/,painel de madeira pinus,NOT_FOUND,"Não foram encontrados produtos relacionados a painéis de madeira ou pinus no site da Portobello. O site parece focar em revestimentos cerâmicos e porcelanatos, e a busca não retornou resultados relevantes para a consulta.",unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,,0,0,0,2026-01-26T18:44:56.588660+00:00,Searched for 'painel de madeira pinus' on https://www.portobello.com.br/; Extraction of product details from search results yielded no relevant information.
Cozinhas Decibal - Mucum,https://www.decibal.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre produtos de madeira ou painéis de pinus na página de produtos. A página exibe apenas categorias gerais de produtos.,unknown,unknown,0,30,35,Nenhuma evidência encontrada.,Não foram encontrados detalhes sobre materiais.,0,0,0,2026-01-26T18:46:39.603073+00:00,Navigated to https://www.decibal.com.br; Accepted cookie consent; Navigated to Produtos page; Scrolled down page twice
Maranello Moveis - Sao Pedro da Serra,https://moveismaranello.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível determinar se a empresa trabalha com madeira ou painéis de madeira pinus com base nas informações disponíveis na página de produtos. Nenhuma menção a materiais foi encontrada para as linhas de produtos listadas.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Nenhuma informação sobre materiais foi encontrada nas páginas de produtos.,0,0,0,2026-01-26T18:47:50.597892+00:00,Accessed https://moveismaranello.com.br/produtos and extracted product line names. No material information was found for any product line.
S C A - Bento Goncalves,https://www.sca.com.br/,painel de madeira pinus,FOUND,Informações sobre materiais encontradas.,yes,unknown,0,95,15,"Laminados: Originado de matérias-primas renováveis, este material combina variedade de design e acabamento, resistência e facilidade de manutenção. Dos madeirados aos unicolores, é perfeito para múltiplas aplicações.
TS: Superfície estrutural compacta e resistente. Da textura tridimensional dos acabamentos de pedra, concreto, mineral e madeira ao toque acetinado ou brilhante dos acabamentos unicolores, num equilíbrio perfeito.
Lâmina de madeira: A atmosfera natural da madeira reforça tradição e valores autênticos. Extraída de florestas de manejo sustentável, o aconchego proporcionado pela lâmina de madeira com toque natural, brilhante ou tingida.","A SCA utiliza Laminados (originados de matérias-primas renováveis, com acabamentos madeirados), TS (com acabamentos que imitam madeira) e Lâmina de madeira (extraída de florestas de manejo sustentável).",3,3,0,2026-01-26T17:54:29.112081+00:00,Navigated to https://www.sca.com.br/; Accepted cookies.; Clicked 'Morar'.; Clicked 'SABER MAIS'.; Scrolled down twice.; Clicked 'Materiais'.; Extracted content from 'Materiais' page.
Moveis Sular - Caxias do Sul,https://sular.com.br,painel de madeira pinus,FOUND,Informações sobre produtos de madeira encontradas.,yes,unknown,0,85,15,Sistema de divisórias piso-teto - Materials: Painéis de madeira ou vidro,"The company offers 'Sistema de divisórias piso-teto' which uses 'Painéis de madeira ou vidro'. An FSC logo is present in certifications, indicating a general connection to wood products.",15,1,0,2026-01-26T17:30:33.815874+00:00,Navigated to https://sular.com.br; Clicked on 'Produtos'; Scrolled down 3 times; Extracted product information
Trianon Industria E Comercio Ltda - Garibaldi,https://www.trianongroup.com.br,painel de madeira pinus,FOUND,Informações sobre produtos extraídas com sucesso.,yes,unknown,0,80,15,"Barricas e Alternativos de Carvalho
***
Todo vinho merece uma solução à sua medida que permita revelar todo seu potencial, respeitando seu caráter único e a expressão original da uva.
Através de importantes parcerias, oferecemos uma ampla série de essências, tostas, acabamentos e modelos de barricas e alternativos de carvalho ao mercado brasileiro. Descubra a savoir-faire e a gama de barricas que a Trianon tem a oferecer.","Carvalho (Oak), Concreto leve (Light Concrete), Cortiça (Cork), PVC, Complex (Alupoli), Estanho (Tin), Alumínio (Aluminum).",15,1,0,2026-01-26T17:33:56.339646+00:00,Navigated to https://www.trianongroup.com.br/produtos.html; Scrolled down multiple times to reveal all product categories.; Extracted product information using the 'extract' tool.
Esquadrias Scheid Ltda.,https://www.scheid.com.br/,painel de madeira pinus,ERROR,Falha ao extrair dados devido a erro do servidor (503 UNAVAILABLE). Informações parciais coletadas manualmente.,yes,unknown,0,80,15,"A madeira beneficiada é um material de extrema versatilidade. Para fabricar esquadrias de madeira com qualidade, um dos principais fatores é dispor das pranchas secas em quantidade suficiente. O FREIJÓ
Uma das madeiras mais empregadas para esquadrias na Scheid é o Freijó, ainda com a opção de utilizar o Ipê e o Cumaru (Ipê Champagne) para peitoris de janelas ou soleiras de portas.O Freijó tem como nome científico cordia goeldiana, da família Boraginaceae e é ainda chamado, popularmente, de Frei-Jorge ou Louro-Freijó. Como principais características destacam-se a densidade média (quando seca, pesa em torno de 650 kg/m³), ausência de cheiro, cor parda de tons muito variados e ótima resistência ao ataque de insetos e fungos. Sua procedência é a floresta amazônica, principalmente dos estados do Pará e Rondônia. Com características semelhantes ao Freijó, porém com cor avermelhada, uma alternativa igualmente qualificada é o cedro rosa. Independente do tipo, as madeiras utilizadas na Scheid são sempre provenientes de serrarias registradas e com constante fiscalização do IBAMA, a partir da exigência do D.O.F. (Documento de Origem Florestal).","Madeira (Freijó, Ipê, Cumaru, Cedro Rosa), PVC, Alumínio.",0,0,0,2026-01-26T18:24:54.031415+00:00,"Error executing action extract: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}; Error executing action extract: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}; Error executing action extract: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}"
Cofercan Comercial De Ferros - Esteio,https://cofercan.com.br,painel de madeira pinus,FOUND,Informações de produtos extraídas com sucesso.,yes,unknown,0,80,15,"Pregos: O prego é uma haste de metal, usado para unir objetos, que proporciona fixação adequada entre as peças e impede que a madeira...","Aço, Ferro, Metal, Concreto, Alumínio, Chapas.",31,1,0,2026-01-26T18:40:30.694674+00:00,Navigated to https://cofercan.com.br; Accepted cookies; Clicked on 'Produtos'; Scrolled down to reveal more products; Extracted product details from the visible page
Esquadrias Prata - Porto Alegre,https://esquadriasprata.com.br/,madeira,ERROR,"A página de contato foi carregada, mas não contém informações sobre produtos de madeira. O email de contato é orcamento@esquadriasprata.com.br.",unknown,unknown,0,30,15,Nenhuma evidência direta encontrada nas páginas navegadas. O email de contato é orcamento@esquadriasprata.com.br.,Nenhuma informação sobre materiais de madeira encontrada nas páginas navegadas.,0,0,0,2026-01-26T17:42:19.926958+00:00,Navigated to https://esquadriasprata.com.br/; Clicked 'PRODUTOS'; Clicked 'Esquadrias em PVC'; Navigated back; Clicked 'PRODUTOS'; Clicked 'Portões Seccionais de Garagem'; Navigated back; Clicked 'PRODUTOS'; Clicked 'Portões Seccionais de Garagem'; Navigated back; Clicked 'PRODUTOS'; Clicked 'SERVIÇOS'; Navigated back; Searched Duckduckgo for 'madeira'; Navigated back; Clicked 'CONTATO'
Treboll Moveis Ltda - Flores da Cunha,https://www.treboll.com.br/,painel de madeira pinus,ERROR,Não foi possível encontrar as informações solicitadas devido a um CAPTCHA no motor de busca e falhas de navegação no site da empresa.,unknown,unknown,0,20,15,Não foi possível obter evidências devido a erros de navegação e CAPTCHA.,Informações não coletadas.,0,0,0,2026-01-26T17:26:57.979723+00:00,Navigated to https://www.treboll.com.br/; Explored 'Produtos' page.; Attempted to click 'Coleções de Produtos' (failed).; Scrolled down page.; Attempted to click 'Cozi Home' (redirected to homepage).; Went back to 'Produtos' page.; Scrolled down page again.; Attempted to click 'Dream' (redirected to homepage).; Searched DuckDuckGo for 'painel de madeira pinus' (encountered CAPTCHA).; Failed to solve CAPTCHA.
Moveis Foscarini Ltda - Antonio Prado,https://moveisfoscarini.com.br/,painel de madeira pinus,ERROR,Não foi possível ler o catálogo baixado. O arquivo não foi encontrado ou o visualizador de PDF não está renderizando o conteúdo.,unknown,unknown,0,20,15,Não foi possível obter um trecho de evidência devido a falha na leitura do catálogo.,Não foi possível obter informações sobre os materiais.,0,0,0,2026-01-26T17:29:09.278986+00:00,Navigated to https://moveisfoscarini.com.br/; Clicked 'Móveis Convencionais'; Attempted to click 'PAINÉIS PARA TV' (element 4190) - Failed; Navigated back; Clicked 'PAINÉIS PARA TV' (element 8651) - Failed; Navigated back; Scrolled down; Clicked 'DOWNLOAD DO CATÁLOGO COMPLETO'; Switched to tab 304F; Attempted to read file '/tmp/browser-use-downloads-a2809068/CATALOGO-FOSCARINI-2020.pdf' - File not found; Attempted to read file '/tmp/browser-use-downloads-a2809068/CATALOGO-FOSCARINI-2020.pdf' - File not found; Attempted to extract table of contents from PDF viewer - Page empty; Attempted to read file '/tmp/browser-use-downloads-a2809068/CATALOGO-FOSCARINI-2020.pdf' - File not found
K. F. Estofados Ltda - Bento Goncalves,https://www.movelsul.com.br/categorias_exposicoes/kf-estofados-2/,painel de madeira pinus,ERROR,O site da empresa kfestofados.com.br não está acessível.,unknown,unknown,0,20,15,O site kfestofados.com.br não pôde ser acessado.,Não foi possível obter informações sobre os materiais devido à indisponibilidade do site da empresa.,0,0,0,2026-01-26T17:43:26.642312+00:00,"Navigated to https://www.movelsul.com.br/categorias_exposicoes/kf-estofados-2/; Attempted to navigate to http://www.kfestofados.com.br, but the site was unavailable (DNS_PROBE_FINISHED_NXDOMAIN)."
Arte Cubica - Mucum,https://artecubica.com.br/,painel de madeira pinus,ERROR,Não foi possível completar a tarefa devido a problemas persistentes com CAPTCHAs no Google e problemas de navegação no site da Arte Cubica. As tentativas de acessar diretamente o site e de resolver CAPTCHAs falharam repetidamente.,unknown,unknown,0,20,15,N/A,N/A,0,0,0,2026-01-26T17:59:16.459727+00:00,"Navigated to https://artecubica.com.br/; Clicked on 'madeiras' link, which led to an empty page.; Navigated back to homepage and clicked 'madeiras' again.; Searched DuckDuckGo for 'madeira', encountered CAPTCHA.; Attempted to solve CAPTCHA multiple times, failed.; Searched Google for 'Arte Cubica - Mucum', encountered CAPTCHA.; Unable to solve CAPTCHA on Google."
Cacique Industria De Moveis - Cacique Doble,https://moveiscacique.com.br/,painel de madeira pinus,ERROR,Não foi possível carregar as informações de produtos devido a problemas persistentes no site. As tentativas de navegação resultaram em páginas vazias.,unknown,unknown,0,20,15,Não há evidências disponíveis devido a falha no carregamento da página.,Não foi possível determinar os materiais utilizados pela empresa.,0,0,0,2026-01-26T18:00:35.700729+00:00,"Navigated to https://moveiscacique.com.br/; Clicked 'Produtos'; Clicked 'Sofas Living' (failed, empty page); Navigated back; Navigated back; Clicked 'VEJA MAIS' (failed, empty page)"
Politorno Moveis Ltda - Bento Goncalves,https://www.politorno.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar a seção de produtos ou linhas da empresa. Todas as tentativas de clicar nos links 'PRODUTOS' ou 'LINHAS' resultaram em redirecionamento para a página de contato. A navegação e a busca por informações sobre os produtos falharam devido a problemas no site.,unknown,unknown,0,20,15,Não foi possível coletar evidências devido a falha na navegação.,Não foi possível obter informações sobre os materiais devido a falha na navegação.,0,0,0,2026-01-26T18:01:28.843129+00:00,"Dismissed cookie consent.; Attempted to click 'PRODUTOS' multiple times, redirected to 'CONTATO'.; Attempted to click 'LINHAS', redirected to 'CONTATO'.; Scrolled down the page multiple times searching for a search bar or alternative navigation.; The website appears to have broken navigation links for product information."
Schuster Medeiros & Cia Ltda - Carazinho,http://www.schustermedeiros.com.br/,Schuster Medeiros & Cia Ltda - Carazinho,ERROR,Não foi possível encontrar informações sobre a empresa devido a CAPTCHAs persistentes em mecanismos de busca e um site placeholder.,unknown,unknown,0,20,15,Não foi possível coletar evidências devido a falhas na busca.,Não foi possível determinar os materiais utilizados pela empresa.,0,0,0,2026-01-26T18:08:00.378396+00:00,Navigated to http://www.schustermedeiros.com.br/; Searched Google for 'Schuster Medeiros & Cia Ltda - Carazinho'; Attempted to interact with Google CAPTCHA 'Não sou um robô'; Searched DuckDuckGo for 'Schuster Medeiros & Cia Ltda - Carazinho'; Attempted to interact with DuckDuckGo CAPTCHA (image selection and 'Enviar'); Attempted to interact with DuckDuckGo CAPTCHA 'Tentar novamente'
Moveis Pomzan Ltda - Bento Goncalves,https://www.pomzan.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre produtos ou materiais na página inicial. A página é muito esparsa e não contém links de navegação ou barra de pesquisa.,unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,Não foi possível determinar os materiais utilizados pela empresa.,0,0,0,2026-01-26T18:11:21.020730+00:00,Navigated to https://www.pomzan.com.br/; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px
Soluzione Moveis Ltda - Bento Goncalves,https://soluzionemoveis.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site da empresa devido a um visualizador de PDF persistente e falhas repetidas na resolução do CAPTCHA.,unknown,unknown,0,20,15,Não foi possível coletar evidências devido a falhas de acesso.,Não foi possível obter informações sobre os materiais.,0,0,0,2026-01-26T18:12:33.613079+00:00,Navigated to https://soluzionemoveis.com.br/; Scrolled down the page; Clicked on 'INÍCIO'; Waited for 5 seconds; Clicked on PDF navigation elements; Attempted to download PDF; Searched 'Soluzione Moveis Ltda' on DuckDuckGo; Attempted to solve CAPTCHA multiple times
Hecol Industria E Comercio De Moveis Ltda - Bento Goncalves,https://www.hecolmoveis.com.br,"""Hecol Industria E Comercio De Moveis Ltda - Bento Goncalves"" wood pine panel",ERROR,Não foi possível obter as informações solicitadas devido a erros de CAPTCHA e indisponibilidade do servidor. O catálogo em PDF não pôde ser acessado.,unknown,unknown,0,20,15,Não foi possível coletar evidências.,Não foi possível determinar os materiais utilizados.,0,0,0,2026-01-26T18:23:40.676900+00:00,"Initial navigation to hecolmoveis.com.br; Clicked 'Entendi' for cookie consent; Attempted to navigate to 'Catálogo'; Encountered 503 error; Clicked 'Baixe o Catálogo'; Switched to PDF tab; Failed to read PDF catalog; Searched Google for '""Hecol Industria E Comercio De Moveis Ltda - Bento Goncalves"" wood pine panel'; Encountered CAPTCHA; Navigated back; Searched Google for '""Hecol Industria E Comercio De Moveis Ltda - Bento Goncalves"" hecolmoveis.com.br'; Encountered 503 error"
Heitor Moveis - Parai,https://heitormoveis.com.br/,painel de madeira pinus,ERROR,"O site apresentou problemas de carregamento de página e navegação, resultando em páginas vazias. Não foi possível coletar informações sobre os produtos.",unknown,unknown,0,20,15,Não foi possível obter um trecho de evidência devido a erros no site.,Não foi possível determinar os materiais devido a erros no site.,0,0,0,2026-01-26T18:27:43.396751+00:00,Navigated to https://heitormoveis.com.br/; Scrolled down; Clicked on 'Cadeiras'; Navigated back; Clicked on 'Poltronas'; Scrolled down; Clicked on 'Conheça nosso catálogo completo'; Navigated back; Navigated back; Navigated back; Navigated back; Navigated back
Estofados Castello Ltda - Bento Goncalves,https://castelloestofados.wixsite.com/,painel de madeira pinus,ERROR,A página solicitada não foi encontrada (erro 404). O URL fornecido não está acessível.,unknown,unknown,0,20,15,N/A,Não foi possível acessar o site para obter informações sobre os materiais.,0,0,0,2026-01-26T18:32:29.460858+00:00,Navigated to https://castelloestofados.wixsite.com/
Madelider Comercio De Materiais De Construcao Ltda - Novo Hamburgo,NO_WEBSITE,Madelider Comercio De Materiais De Construcao Ltda - Novo Hamburgo,ERROR,"Não foi possível obter resultados de pesquisa devido a desafios de CAPTCHA recorrentes no Google e DuckDuckGo. A página atual é uma página de 'desculpas' do Google, indicando que o acesso foi bloqueado.",unknown,unknown,0,20,15,Não foi possível coletar evidências devido a bloqueios de CAPTCHA.,Não foi possível coletar informações sobre os materiais.,0,0,0,2026-01-26T18:44:45.678093+00:00,"Searched Duckduckgo for 'Madelider Comercio De Materiais De Construcao Ltda - Novo Hamburgo'; Clicked button ""Enviar"" on Duckduckgo CAPTCHA; Searched Duckduckgo for 'Madelider Comercio De Materiais De Construcao Ltda - Novo Hamburgo'; Clicked button ""Enviar"" on Duckduckgo CAPTCHA; Searched Google for 'Madelider Comercio De Materiais De Construcao Ltda - Novo Hamburgo'"
Boa Vista Planejados Ltda - Nova Boa Vista,https://boavistaplanejados.com/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre os materiais utilizados devido a falhas repetidas na navegação e carregamento de páginas. Várias tentativas de acessar links de catálogo e outras seções falharam.,unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,,0,0,0,2026-01-26T18:46:25.136460+00:00,"Navigated to https://boavistaplanejados.com/; Scrolled down the page 3 times; Clicked on 'Catálogo' link (failed, empty page); Clicked on 'Dormitório' link (failed, empty page); Clicked on 'Catálogo' link in footer (failed, element unavailable); Clicked on 'Catálogo Virtual' link (failed, element unavailable); Clicked on 'Catálogo' link under 'LINKS' section (failed, element unavailable); Navigated back to homepage"
Pergaza - Passo Fundo,https://pergaza.com.br,painel de madeira pinus,NOT_FOUND,"Nenhum produto específico de painel de madeira pinus foi encontrado. A empresa trabalha com MDF, que é derivado de madeira, mas não há menção explícita a pinus.",yes,no,0,100,5,"MDF MADEIRAL, MDF AZUL VEL, MDF NOGUEIRA, MDF ABSOLUTO, MDF AMENDOLA RUSTICA.","A empresa trabalha com MDF (Medium Density Fiberboard), que é um derivado de madeira. Não foram encontrados produtos específicos de painel de madeira pinus.",6,6,0,2026-01-26T17:31:56.708461+00:00,Search for 'painel de madeira pinus'; Search for 'madeira'; Filter by 'Arauco' category
Gebb Work Industria De Moveis Ltda - Bento Goncalves,https://www.gebbwork.com.br/,painel de madeira pinus,FOUND,"A empresa utiliza ""Carvalho Berlim"", que é um tipo de madeira, mas não há menção explícita a painéis de madeira pinus.",yes,no,0,100,5,"Carvalho Berlim (mentioned in relation to ""Linha Boss"") - There is no explicit mention of ""wood"" or ""pine wood (pinus)"" as a material. However, ""Carvalho Berlim"" is mentioned, which is a type of wood.",Carvalho Berlim (tipo de madeira).,60,60,0,2026-01-26T18:01:40.659161+00:00,Navigated to https://www.gebbwork.com.br/; Accepted cookies; Clicked on 'Produtos'; Scrolled down 3 times; Extracted page content
Artimec- Mecanismos Articulados Ltda - Garibaldi,https://www.artimec.com.br,painel de madeira pinus,FOUND,Informações sobre produtos de madeira encontradas. Nenhuma menção específica a painéis de madeira pinus foi identificada nos produtos listados.,yes,no,0,100,5,"REF. PM01
Pé Apoio Madeira
altura: conforme necessidade

REF. PM02
Pé Madeira - Haste 40 mm
altura: 10 a 20 cm

REF. BM12
Base Giratória para Banqueta Trapezoidal
altura: 65 ou 70 cm | diâmetro: 60 cm
Produto completo ou apenas sistema giratório.

REF. BM16
Base Giratória para Banqueta Pirâmide
altura: 65 ou 70 cm | diâmetro: 60 cm
Produto completo ou apenas sistema giratório.","A empresa trabalha com produtos de madeira, mas não há evidências de que trabalhem especificamente com painéis de madeira pinus.",13,13,0,2026-01-26T18:03:31.573655+00:00,Navigated to https://www.artimec.com.br; Clicked on 'Madeira' link; Scrolled down the page; Extracted product information from madeira.html
Luft E Backes Ltda - Bom Principio,luftmadeiras.com.br,painel de madeira pinus,FOUND,"A empresa trabalha com madeira, mas não foram encontrados produtos específicos de painel de madeira pinus.",yes,no,0,100,5,"Decks, Assoalhos, Ripados, Paredes, Telhados E Forros, Escadas, Pergolados","A empresa trabalha com diversos tipos de madeira para soluções como decks, assoalhos, ripados, paredes, telhados e forros, escadas e pergolados.",7,7,0,2026-01-26T18:14:41.320602+00:00,Navigated to luftmadeiras.com.br; Scrolled down the page; Extracted product information
Belmax Industria De Moveis Ltda - Bento Goncalves,http://www.belmaxmoveis.com.br,painel de madeira pinus,FOUND,"Informações sobre produtos e materiais foram encontradas. A empresa trabalha com madeira, mas não há menção específica a painéis de pinus.",yes,no,0,100,5,"The page mentions the use of Carvalho (Oak), Ébano (Ebony), and Álamo (Poplar) in relation to specific product lines. The provided text does not contain any specific mention of 'pinus' (pine) in relation to any of the products.","A empresa utiliza Carvalho (Oak), Ébano e Álamo em seus produtos.",10,10,0,2026-01-26T18:25:04.776453+00:00,Navigated to http://www.belmaxmoveis.com.br; Clicked on 'Linhas de Produtos'; Attempted to extract from dropdown (failed twice due to server error); Navigated to https://www.belmaxmoveis.com.br/produtos/; Extracted product and material information from /produtos/ page
Madeireira Haas Ltda - Venancio Aires,https://haasmadeiras.com.br,painel de madeira pinus,NOT_FOUND,"A empresa não parece trabalhar com painéis de madeira de pinus. A extração de dados da página de produtos indica que o material principal é eucalipto, e não há menção a pinus ou painéis de madeira.",yes,no,0,100,5,"The webpage mentions ""Eucalipto"" (Eucalyptus) as a primary material for their pallets. It also refers to ""Madeiras Serradas"" (Sawn Timber) and ""Madeira"" (Wood) in the context of packaging and pellets. There is no mention of pine, pinus, or wood panels.","Eucalipto, madeira serrada, madeira para embalagens e pellets de madeira.",12,12,0,2026-01-26T18:27:43.714528+00:00,Navigated to https://haasmadeiras.com.br; Clicked 'O que fazemos'; Scrolled down; Clicked 'Fomento Florestal'; Navigated back; Clicked 'Sobre Nós'; Extracted information from 'Produtos' page
Pallets Castillo Brasil - Porto Alegre,https://palletscastillo.com,painel de madeira pinus,FOUND,"Empresa encontrada. Trabalha com madeira, mas não especificamente com painéis de madeira pinus.",yes,no,0,100,5,"Europallets Homologados: de taco aglomerado o madera maciza. Madera Aserrada: Comercializamos madera en todo tipo de medidas, según las necesidades de nuestros clientes para venta en mercados internacionales.","A empresa trabalha com madeira aglomerada e madeira maciça, além de comercializar madeira serrada. Não há menção específica a painéis de madeira pinus.",6,6,0,2026-01-26T18:47:57.300701+00:00,Navigated to https://palletscastillo.com/pt/; Accepted cookies; Navigated to Products page; Scrolled down the page; Extracted page content
