nome_empresa,url_site,data_coleta,categoria_produto,nome_produto,material,relacionado_madeira,menciona_pinus,fonte_indicio,categoria_produto_norm,categoria_produto_grupo,material_norm,material_grupo
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 2.6 (2500MM) + NICHO 2.2 + PRATELEIRA 2.2,Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 2.2 (2500MM) + NICHO 2.2 + PRATELEIRA 2.2,Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 1.8 (2500MM) + NICHO 1.4 + PRATELEIRA 1.4,Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 1.4 (2500MM) + NICHO 1.4 + PRATELEIRA 1.4,Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 2.2 + PRATELEIRA 2.2,Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 3.0 + NICHO CURVO 2.2 + PRATELEIRA CURVA 2.2,Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 2.6 + NICHO CURVO 2.2 + PRATELEIRA CURVA 2.2,Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 2.2 + NICHO CURVO 2.2 + PRATELEIRA CURVA 2.2,Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 1.8 + NICHO CURVO 1.4 + PRATELEIRA CURVA 1.4,Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 1.4 + NICHO CURVO 1.4 + PRATELEIRA CURVA 1.4,Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 3.0 (2500MM),Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 2.6 (2500MM),Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 2.2 (2500MM),Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 1.8 (2500MM),Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,PAINEL RIPADO MODULAR 1.4,Unknown,yes,no,PAINEL RIPADO MODULAR,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Ripado,MODULO RIPADO 0.4,Unknown,yes,no,MODULO RIPADO,painel ripado,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Nicho,NICHO 2.2,Unknown,yes,no,NICHO,nicho,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Nicho,NICHO 1.4,Unknown,yes,no,NICHO,nicho,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Nicho,NICHO CURVO 2.2,Unknown,yes,no,NICHO CURVO,nicho,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Nicho,NICHO CURVO 1.4,Unknown,yes,no,NICHO CURVO,nicho,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Prateleira,PRATELEIRA 2.2,Unknown,yes,no,PRATELEIRA,prateleira,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Prateleira,PRATELEIRA 1.4,Unknown,yes,no,PRATELEIRA,prateleira,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Prateleira,PRATELEIRA CURVA 2.2,Unknown,yes,no,PRATELEIRA CURVA,prateleira,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Prateleira,PRATELEIRA CURVA 1.4,Unknown,yes,no,PRATELEIRA CURVA,prateleira,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel,PAINEL SAO PAULO 2.2,Unknown,yes,no,PAINEL SAO PAULO,painel,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel,PAINEL SAO PAULO 2.0,Unknown,yes,no,PAINEL SAO PAULO,painel,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel,PAINEL SAO PAULO,Unknown,yes,no,PAINEL SAO PAULO,painel,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel,PAINEL GENOVA 2.0,Unknown,yes,no,PAINEL GENOVA,painel,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel,PAINEL OURO PRETO,Unknown,yes,no,PAINEL OURO PRETO,painel,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel,PAINEL EXTENSIVEL TULUM,Unknown,yes,no,PAINEL EXTENSIVEL TULUM,painel,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Conjunto,CONJUNTO RACK + PAINEL + 2 MODULO LATERAL SAO PAULO,Unknown,yes,no,CONJUNTO RACK + PAINEL,conjunto,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Conjunto,CONJUNTO RACK + PAINEL + 1 MODULO LATERAL SAO PAULO,Unknown,yes,no,CONJUNTO RACK + PAINEL,conjunto,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Conjunto,CONJUNTO RACK + PAINEL SAO PAULO,Unknown,yes,no,CONJUNTO RACK + PAINEL,conjunto,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Modulo Lateral,MODULO LATERAL SAO PAULO,Unknown,yes,no,MODULO LATERAL SAO PAULO,modulo lateral,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Conjunto,CONJUNTO RACK + PAINEL + 2 MODULO LATERAL OURO PRETO,Unknown,yes,no,CONJUNTO RACK + PAINEL,conjunto,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Conjunto,CONJUNTO RACK + PAINEL + 1 MODULO LATERAL OURO PRETO,Unknown,yes,no,CONJUNTO RACK + PAINEL,conjunto,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Conjunto,CONJUNTO RACK + PAINEL OURO PRETO,Unknown,yes,no,CONJUNTO RACK + PAINEL,conjunto,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Modulo Lateral,MODULO LATERAL OURO PRETO,Unknown,yes,no,MODULO LATERAL OURO PRETO,modulo lateral,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack + Painel,RACK SANTORINI C/ LED + PAINEL SANTORINI,Unknown,yes,no,RACK + PAINEL SANTORINI,rack + painel,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack + Painel,RACK SANTORINI + PAINEL SANTORINI,Unknown,yes,no,RACK + PAINEL SANTORINI,rack + painel,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Conjunto Home,CONJUNTO HOME GUARARAPES + KIT FITA LED 2 FITAS (1800MM),Unknown,yes,no,CONJUNTO HOME GUARARAPES,conjunto home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Home,HOME GUARARAPES,Unknown,yes,no,HOME GUARARAPES,home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Home,HOME MUNIQUE,Unknown,yes,no,HOME MUNIQUE,home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Home,HOME ELDORADO 2.0,Unknown,yes,no,HOME ELDORADO,home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Home,HOME NAPOLI,Unknown,yes,no,HOME NAPOLI,home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Home,HOME RAVENNA,Unknown,yes,no,HOME RAVENNA,home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Home,HOME ALAGOAS,Unknown,yes,no,HOME ALAGOAS,home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Home,HOME VALENCA,Unknown,yes,no,HOME VALENCA,home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Home,PAINEL HOME ZURIQUE,Unknown,yes,no,PAINEL HOME ZURIQUE,painel home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Home,PAINEL HOME ARARUNA,Unknown,yes,no,PAINEL HOME ARARUNA,painel home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Home,PAINEL HOME HAVANA,Unknown,yes,no,PAINEL HOME HAVANA,painel home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Home,PAINEL HOME FERRARA,Unknown,yes,no,PAINEL HOME FERRARA,painel home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Home,PAINEL HOME MARAGOGI,Unknown,yes,no,PAINEL HOME MARAGOGI,painel home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Home,PAINEL HOME AMARANTE,Unknown,yes,no,PAINEL HOME AMARANTE,painel home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Home,PAINEL HOME SINTRA,Unknown,yes,no,PAINEL HOME SINTRA,painel home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Home,PAINEL HOME FRIBURGO,Unknown,yes,no,PAINEL HOME FRIBURGO,painel home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Painel Home,PAINEL HOME ALVORADA,Unknown,yes,no,PAINEL HOME ALVORADA,painel home,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack,RACK ISTAMBUL,Unknown,yes,no,RACK ISTAMBUL,rack,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack,RACK DUBAI 1.8 COM LED,Unknown,yes,no,RACK DUBAI,rack,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack,RACK DUBAI 1.8,Unknown,yes,no,RACK DUBAI,rack,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack,RACK DUBAI 1.6 COM LED,Unknown,yes,no,RACK DUBAI,rack,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack,RACK DUBAI 1.6,Unknown,yes,no,RACK DUBAI,rack,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack,RACK ORLANDO,Unknown,yes,no,RACK ORLANDO,rack,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack,RACK COLORADO,Unknown,yes,no,RACK COLORADO,rack,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack,RACK ESMERALDA,Unknown,yes,no,RACK ESMERALDA,rack,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack,RACK AURUM,Unknown,yes,no,RACK AURUM,rack,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack,RACK PORTO,Unknown,yes,no,RACK PORTO,rack,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack,RACK GOLD,Unknown,yes,no,RACK GOLD,rack,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Rack,RACK RUBI,Unknown,yes,no,RACK RUBI,rack,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Cristaleira,CRISTALEIRA RETRO MARSALA,Unknown,yes,no,CRISTALEIRA RETRO MARSALA,cristaleira,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Buffet,BUFFET EVORA 1.6,Unknown,yes,no,BUFFET EVORA,buffet,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Buffet,BUFFET AURA 1.4,Unknown,yes,no,BUFFET AURA,buffet,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Aparador,APARADOR MONACO,Unknown,yes,no,APARADOR MONACO,aparador,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Mesa de Centro,MESA DE CENTRO MONACO,Unknown,yes,no,MESA DE CENTRO MONACO,mesa de centro,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Cabeceira,CABECEIRA LARANJEIRAS 2.4 + PAR FRAME PARA CABECEIRA,Unknown,yes,no,CABECEIRA LARANJEIRAS,cabeceira,outros,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Mesa de Cabeceira,MESA DE CABECEIRA BUZIOS,Unknown,yes,no,MESA DE CABECEIRA BUZIOS,mesa de cabeceira,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Mesa de Cabeceira,MESA DE CABECEIRA BUZIOS ESTRELA,Unknown,yes,no,MESA DE CABECEIRA BUZIOS ESTRELA,mesa de cabeceira,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Aparador,APARADOR OLIMPO,Unknown,yes,no,APARADOR OLIMPO,aparador,moveis,unknown,Não especificado
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,2026-01-26T12:27:42.341014+00:00,Mesa de Centro,MESA DE CENTRO OLIMPO,Unknown,yes,no,MESA DE CENTRO OLIMPO,mesa de centro,moveis,unknown,Não especificado
Moval - Arapongas,moval.com.vc,2026-01-26T12:24:43.823150+00:00,,"2,30m • Linha Inspiração",,yes,no,Products list,nan,outros,,Não especificado
Moval - Arapongas,moval.com.vc,2026-01-26T12:24:43.823150+00:00,,"2,22m • Linha Crystal",,yes,no,Products list,nan,outros,,Não especificado
Moval - Arapongas,moval.com.vc,2026-01-26T12:24:43.823150+00:00,,"2,12m • Linha Crystal Light",,yes,no,Products list,nan,outros,,Não especificado
Moval - Arapongas,moval.com.vc,2026-01-26T12:24:43.823150+00:00,,"⁠2,04m • Linha Smart",,yes,no,Products list,nan,outros,,Não especificado
Moval - Arapongas,moval.com.vc,2026-01-26T12:24:43.823150+00:00,,"2,04m • Linha Clean",,yes,no,Products list,nan,outros,,Não especificado
Moval - Arapongas,moval.com.vc,2026-01-26T12:24:43.823150+00:00,,"1,82m • Linha Essencial",,yes,no,Products list,nan,outros,,Não especificado
Moval - Arapongas,moval.com.vc,2026-01-26T12:24:43.823150+00:00,,Linha Multiuso,,yes,no,Products list,nan,outros,,Não especificado
Moval - Arapongas,moval.com.vc,2026-01-26T12:24:43.823150+00:00,,Cômodas,,yes,no,Products list,nan,outros,,Não especificado
Moval - Arapongas,moval.com.vc,2026-01-26T12:24:43.823150+00:00,,Camarim,,yes,no,Products list,nan,outros,,Não especificado
Moval - Arapongas,moval.com.vc,2026-01-26T12:24:43.823150+00:00,,Complementos para o quarto,,yes,no,Products list,nan,outros,,Não especificado
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Multiuso,MULTIUSO NT 4040,MDF (for handles),yes,no,https://notavel.ind.br/multiuso,multiuso,outros,mdf (for handles),Mdf (for handles)
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Multiuso,MULTIUSO NT 4020,MDF (for handles),yes,no,https://notavel.ind.br/multiuso,multiuso,outros,mdf (for handles),Mdf (for handles)
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Multiuso,MULTIUSO NT 4045,MDF (for handles),yes,no,https://notavel.ind.br/multiuso,multiuso,outros,mdf (for handles),Mdf (for handles)
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Multiuso,SAPATEIRA ALASKA NEW,MDF (for handles),yes,no,https://notavel.ind.br/multiuso,multiuso,outros,mdf (for handles),Mdf (for handles)
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Quarto,GUARDA-ROUPA NT 6035,Not specified,yes,no,https://notavel.ind.br/quarto,quarto,outros,not specified,Não especificado
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Quarto,GUARDA-ROUPA NT 6030,MDF (for handles),yes,no,https://notavel.ind.br/quarto,quarto,outros,mdf (for handles),Mdf (for handles)
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Quarto,GUARDA-ROUPA NT 5130,MDF (for handles),yes,no,https://notavel.ind.br/quarto,quarto,outros,mdf (for handles),Mdf (for handles)
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Quarto,GUARDA-ROUPA NT 5005,MDF (for handles),yes,no,https://notavel.ind.br/quarto,quarto,outros,mdf (for handles),Mdf (for handles)
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Quarto,GUARDA-ROUPA NT 5000,MDF (for handles),yes,no,https://notavel.ind.br/quarto,quarto,outros,mdf (for handles),Mdf (for handles)
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Quarto,GUARDA-ROUPA NT 5015,MDF (for handles),yes,no,https://notavel.ind.br/quarto,quarto,outros,mdf (for handles),Mdf (for handles)
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Quarto,GUARDA-ROUPA NT 6020,MDF (for handles),yes,no,https://notavel.ind.br/quarto,quarto,outros,mdf (for handles),Mdf (for handles)
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Quarto,GUARDA-ROUPA NT 6015,Not specified,yes,no,https://notavel.ind.br/quarto,quarto,outros,not specified,Não especificado
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Quarto,GUARDA-ROUPA NT 6010,Not specified,yes,no,https://notavel.ind.br/quarto,quarto,outros,not specified,Não especificado
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Quarto,CÔMODA NT 5165,MDF (for handles),yes,no,https://notavel.ind.br/quarto,quarto,outros,mdf (for handles),Mdf (for handles)
Moveis Notavel - Ampere,https://notavel.ind.br/,2026-01-26T12:26:20.747093+00:00,Quarto,CÔMODA NT 5185,MDF (for handles),yes,no,https://notavel.ind.br/quarto,quarto,outros,mdf (for handles),Mdf (for handles)
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Mesa Trama Quadrada,,yes,no,Mesa Trama Quadrada,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Cadeira Abraço,,yes,no,Cadeira Abraço,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Mesa Zaki,,yes,no,Mesa Zaki,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Sideboard Zaki,,yes,no,Sideboard Zaki,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Table Bistrô,,yes,no,Table Bistrô,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Table Eva – Chair Sarah,,yes,no,Table Eva – Chair Sarah,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Chair Minah,,yes,no,Chair Minah,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Table Diamante Oval,,yes,no,Table Diamante Oval,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Chair Ester,,yes,no,Chair Ester,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Table New – Chair Mari – Buffet Jazz,,yes,no,Table New – Chair Mari – Buffet Jazz,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Buffet Dover,,yes,no,Buffet Dover,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Table Trama Square,,yes,no,Table Trama Square,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Stool Kim,,yes,no,Stool Kim,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Table Zaki,,yes,no,Table Zaki,nan,outros,,Não especificado
Movelim Industria Moveleira Ltda. - Sabaudia,www.carppem.com.br,2026-01-26T12:30:48.381855+00:00,,Chair Abraço,,yes,no,Chair Abraço,nan,outros,,Não especificado
New Ceval - Sabaudia,https://newceval.com.br/,2026-01-26T12:42:01.262074+00:00,Mesas & Cadeiras,"Mesa Serena 1,35m com Cadeiras Serena","MDF, vidro, eucalipto, espuma D18",yes,no,"Mesa Serena 1,35m com Cadeiras Serena",mesas & cadeiras,moveis,"mdf, vidro, eucalipto, espuma d18","Mdf, vidro, eucalipto, espuma d18"
New Ceval - Sabaudia,https://newceval.com.br/,2026-01-26T12:42:01.262074+00:00,Mesas & Cadeiras,"Mesa Isis 1,00 com Cadeira Amanda","MDF, espuma D18",yes,no,"Mesa Isis 1,00 com Cadeira Amanda",mesas & cadeiras,moveis,"mdf, espuma d18","Mdf, espuma d18"
New Ceval - Sabaudia,https://newceval.com.br/,2026-01-26T12:42:01.262074+00:00,Mesas & Cadeiras,"Mesa Isabela 1,35m com Tampo Giratório e Cadeiras Amanda","MDF, vidro",yes,no,"Mesa Isabela 1,35m com Tampo Giratório e Cadeiras Amanda",mesas & cadeiras,moveis,"mdf, vidro","Mdf, vidro"
